age,workclass,educational-num,marital-status,occupation,relationship,race,gender,hours-per-week,native-country,income,flag
"(50.0, 84.0)","{'Self-emp-inc', 'Local-gov', 'Private', 'State-gov', '?'}","(4.0, 16.0)","{'Divorced', 'Separated', 'Married-spouse-absent', 'Never-married'}","{'Exec-managerial', 'Transport-moving', 'Adm-clerical', 'Protective-serv', 'Machine-op-inspct', 'Sales', 'Tech-support', 'Prof-specialty', '?', 'Other-service'}","{'Other-relative', 'Not-in-family', 'Own-child'}","{'White', 'Black'}",{'Female'},"(9.0, 99.0)","{'Haiti', '?', 'United-States', 'England'}",{'<=50K'},n
"(50.0, 90.0)","{'Self-emp-not-inc', 'Self-emp-inc', 'Local-gov', 'Private', 'State-gov'}","(2.0, 16.0)","{'Divorced', 'Separated', 'Widowed', 'Never-married'}","{'Exec-managerial', 'Farming-fishing', 'Adm-clerical', 'Craft-repair', 'Priv-house-serv', 'Sales', 'Prof-specialty', 'Other-service'}","{'Not-in-family', 'Own-child'}","{'White', 'Black'}",{'Female'},"(7.0, 99.0)","{'Germany', 'United-States', 'Canada', '?'}",{'<=50K'},n
"(50.0, 80.0)","{'Self-emp-not-inc', 'Federal-gov', 'Private', 'Self-emp-inc'}","(9.0, 16.0)","{'Married-spouse-absent', 'Never-married', 'Divorced'}","{'Exec-managerial', 'Farming-fishing', 'Sales', 'Adm-clerical'}",{'Not-in-family'},"{'White', 'Black'}",{'Female'},"(5.0, 83.0)","{'Outlying-US(Guam-USVI-etc)', 'United-States'}",{'<=50K'},n
"(50.0, 81.0)","{'Private', 'Federal-gov'}","(7.0, 16.0)","{'Widowed', 'Divorced'}","{'Adm-clerical', 'Protective-serv', 'Tech-support', 'Prof-specialty'}",{'Not-in-family'},{'White'},{'Female'},"(3.0, 73.0)","{'Germany', 'Hungary', 'Canada', 'United-States', 'Cuba'}",{'>50K'},n
"(51.0, 90.0)","{'Federal-gov', '?'}","(1.0, 14.0)","{'Widowed', 'Divorced'}","{'Prof-specialty', '?'}",{'Not-in-family'},"{'White', 'Black', 'Amer-Indian-Eskimo'}",{'Female'},"(1.0, 40.0)","{'Italy', 'United-States'}",{'<=50K'},n
"(50.0, 90.0)",{'Private'},"(1.0, 14.0)","{'Widowed', 'Divorced', 'Never-married'}","{'Handlers-cleaners', 'Transport-moving', 'Priv-house-serv', 'Other-service'}",{'Not-in-family'},"{'White', 'Black'}",{'Female'},"(4.0, 62.0)","{'Puerto-Rico', 'Haiti', 'Italy', 'El-Salvador', 'United-States'}",{'<=50K'},n
"(50.0, 73.0)","{'Federal-gov', 'Local-gov', 'Private', 'State-gov'}","(4.0, 16.0)","{'Married-civ-spouse', 'Divorced'}","{'Exec-managerial', 'Farming-fishing', 'Adm-clerical', 'Protective-serv', 'Tech-support', 'Prof-specialty', 'Other-service'}","{'Unmarried', 'Not-in-family', 'Own-child'}",{'Black'},{'Female'},"(13.0, 62.0)","{'Jamaica', 'United-States'}",{'<=50K'},n
"(50.0, 76.0)","{'Private', 'State-gov'}","(2.0, 14.0)","{'Widowed', 'Divorced'}","{'Adm-clerical', 'Handlers-cleaners', 'Craft-repair', 'Priv-house-serv', 'Sales', 'Tech-support'}","{'Unmarried', 'Not-in-family'}","{'White', 'Black', 'Amer-Indian-Eskimo'}",{'Female'},"(6.0, 99.0)","{'Jamaica', 'United-States', 'Cuba'}",{'>50K'},n
"(50.0, 76.0)","{'Private', 'State-gov'}","(2.0, 14.0)","{'Widowed', 'Divorced'}","{'Adm-clerical', 'Handlers-cleaners', 'Craft-repair', 'Priv-house-serv', 'Sales', 'Tech-support'}","{'Unmarried', 'Not-in-family'}","{'White', 'Black', 'Amer-Indian-Eskimo'}",{'Female'},"(6.0, 99.0)","{'Jamaica', 'United-States', 'Cuba'}",{'<=50K'},n
"(50.0, 84.0)","{'Self-emp-inc', 'Local-gov', 'Private', 'State-gov', '?'}","(4.0, 16.0)","{'Divorced', 'Separated', 'Married-spouse-absent', 'Never-married'}","{'Exec-managerial', 'Transport-moving', 'Adm-clerical', 'Protective-serv', 'Machine-op-inspct', 'Sales', 'Tech-support', 'Prof-specialty', '?', 'Other-service'}","{'Other-relative', 'Not-in-family', 'Own-child'}","{'White', 'Black'}",{'Female'},"(9.0, 99.0)","{'Haiti', '?', 'United-States', 'England'}",{'<=50K'},n
"(50.0, 88.0)","{'Local-gov', 'Private', 'Federal-gov'}","(3.0, 16.0)","{'Never-married', 'Divorced', 'Separated'}","{'Exec-managerial', 'Adm-clerical', 'Craft-repair', 'Tech-support', 'Prof-specialty', 'Other-service'}","{'Other-relative', 'Not-in-family'}","{'White', 'Asian-Pac-Islander', 'Black', 'Other'}",{'Female'},"(1.0, 90.0)","{'Hong', 'Japan', 'Philippines', 'United-States', 'Scotland', 'Ecuador', '?', 'Cuba'}",{'<=50K'},n
"(50.0, 80.0)","{'Self-emp-not-inc', 'Local-gov', 'Private'}","(2.0, 14.0)","{'Widowed', 'Divorced', 'Never-married'}","{'Adm-clerical', 'Priv-house-serv', 'Tech-support', 'Prof-specialty'}",{'Not-in-family'},"{'White', 'Asian-Pac-Islander', 'Black'}",{'Female'},"(9.0, 96.0)","{'Puerto-Rico', 'United-States', 'Dominican-Republic', '?'}",{'<=50K'},n
"(50.0, 75.0)","{'Self-emp-inc', 'Self-emp-not-inc', 'Local-gov', 'Private', 'State-gov'}","(3.0, 16.0)","{'Married-civ-spouse', 'Divorced', 'Married-spouse-absent', 'Never-married'}","{'Exec-managerial', 'Transport-moving', 'Adm-clerical', 'Handlers-cleaners', 'Machine-op-inspct', 'Sales', 'Prof-specialty', 'Other-service'}","{'Other-relative', 'Unmarried', 'Not-in-family', 'Wife'}","{'Black', 'Amer-Indian-Eskimo'}",{'Female'},"(8.0, 97.0)","{'Haiti', 'United-States'}",{'<=50K'},n
"(50.0, 85.0)","{'Local-gov', 'Self-emp-not-inc', 'State-gov'}","(2.0, 16.0)","{'Divorced', 'Separated', 'Widowed'}","{'Exec-managerial', 'Adm-clerical', 'Other-service'}","{'Other-relative', 'Unmarried', 'Not-in-family'}","{'White', 'Black'}",{'Female'},"(8.0, 81.0)","{'Germany', 'Italy', 'Outlying-US(Guam-USVI-etc)', 'Dominican-Republic', 'Scotland', 'France', 'Columbia', 'United-States'}",{'<=50K'},n
"(50.0, 90.0)","{'Self-emp-not-inc', 'Federal-gov', 'Private'}","(3.0, 15.0)","{'Married-civ-spouse', 'Divorced', 'Separated', 'Widowed', 'Never-married'}","{'Adm-clerical', 'Craft-repair', 'Machine-op-inspct', 'Sales', 'Prof-specialty', 'Other-service'}","{'Other-relative', 'Unmarried', 'Not-in-family', 'Wife'}","{'White', 'Black', 'Amer-Indian-Eskimo'}",{'Female'},"(21.0, 65.0)",{'United-States'},{'>50K'},n
"(50.0, 73.0)","{'Federal-gov', 'Local-gov', 'Private', 'State-gov'}","(4.0, 16.0)","{'Married-civ-spouse', 'Divorced'}","{'Exec-managerial', 'Farming-fishing', 'Adm-clerical', 'Protective-serv', 'Tech-support', 'Prof-specialty', 'Other-service'}","{'Unmarried', 'Not-in-family', 'Own-child'}",{'Black'},{'Female'},"(13.0, 62.0)","{'Jamaica', 'United-States'}",{'<=50K'},n
"(50.0, 73.0)","{'Federal-gov', 'Local-gov', 'Private', 'State-gov'}","(4.0, 16.0)","{'Married-civ-spouse', 'Divorced'}","{'Exec-managerial', 'Farming-fishing', 'Adm-clerical', 'Protective-serv', 'Tech-support', 'Prof-specialty', 'Other-service'}","{'Unmarried', 'Not-in-family', 'Own-child'}",{'Black'},{'Female'},"(13.0, 62.0)","{'Jamaica', 'United-States'}",{'<=50K'},n
"(50.0, 82.0)","{'State-gov', 'Self-emp-not-inc', 'Federal-gov', 'Local-gov', 'Private', 'Self-emp-inc', '?'}","(2.0, 16.0)","{'Married-civ-spouse', 'Widowed', 'Divorced'}","{'Exec-managerial', 'Adm-clerical', 'Priv-house-serv', 'Craft-repair', 'Prof-specialty', '?', 'Other-service'}","{'Unmarried', 'Not-in-family', 'Wife'}","{'White', 'Asian-Pac-Islander', 'Amer-Indian-Eskimo', 'Other'}",{'Female'},"(3.0, 98.0)","{'Puerto-Rico', '?', 'Japan', 'South', 'United-States'}",{'<=50K'},n
"(50.0, 82.0)","{'State-gov', 'Self-emp-not-inc', 'Federal-gov', 'Local-gov', 'Private', 'Self-emp-inc', '?'}","(2.0, 16.0)","{'Married-civ-spouse', 'Widowed', 'Divorced'}","{'Exec-managerial', 'Adm-clerical', 'Priv-house-serv', 'Craft-repair', 'Prof-specialty', '?', 'Other-service'}","{'Unmarried', 'Not-in-family', 'Wife'}","{'White', 'Asian-Pac-Islander', 'Amer-Indian-Eskimo', 'Other'}",{'Female'},"(3.0, 98.0)","{'Puerto-Rico', '?', 'Japan', 'South', 'United-States'}",{'<=50K'},n
"(50.0, 83.0)","{'Private', 'Federal-gov'}","(2.0, 16.0)","{'Widowed', 'Never-married', 'Separated'}","{'Exec-managerial', 'Transport-moving', 'Adm-clerical', 'Priv-house-serv', 'Craft-repair', 'Sales', 'Prof-specialty', 'Other-service'}","{'Unmarried', 'Not-in-family'}","{'White', 'Asian-Pac-Islander', 'Black', 'Amer-Indian-Eskimo'}",{'Female'},"(3.0, 75.0)","{'Philippines', 'Thailand', 'Honduras', 'United-States', 'England'}",{'<=50K'},n
"(50.0, 83.0)","{'Private', 'Federal-gov'}","(2.0, 16.0)","{'Widowed', 'Never-married', 'Separated'}","{'Exec-managerial', 'Transport-moving', 'Adm-clerical', 'Priv-house-serv', 'Craft-repair', 'Sales', 'Prof-specialty', 'Other-service'}","{'Unmarried', 'Not-in-family'}","{'White', 'Asian-Pac-Islander', 'Black', 'Amer-Indian-Eskimo'}",{'Female'},"(3.0, 75.0)","{'Philippines', 'Thailand', 'Honduras', 'United-States', 'England'}",{'<=50K'},n
"(50.0, 83.0)","{'Private', 'Federal-gov'}","(2.0, 16.0)","{'Widowed', 'Never-married', 'Separated'}","{'Exec-managerial', 'Transport-moving', 'Adm-clerical', 'Priv-house-serv', 'Craft-repair', 'Sales', 'Prof-specialty', 'Other-service'}","{'Unmarried', 'Not-in-family'}","{'White', 'Asian-Pac-Islander', 'Black', 'Amer-Indian-Eskimo'}",{'Female'},"(3.0, 75.0)","{'Philippines', 'Thailand', 'Honduras', 'United-States', 'England'}",{'<=50K'},n
"(50.0, 83.0)","{'Private', 'Federal-gov'}","(2.0, 16.0)","{'Widowed', 'Never-married', 'Separated'}","{'Exec-managerial', 'Transport-moving', 'Adm-clerical', 'Priv-house-serv', 'Craft-repair', 'Sales', 'Prof-specialty', 'Other-service'}","{'Unmarried', 'Not-in-family'}","{'White', 'Asian-Pac-Islander', 'Black', 'Amer-Indian-Eskimo'}",{'Female'},"(3.0, 75.0)","{'Philippines', 'Thailand', 'Honduras', 'United-States', 'England'}",{'<=50K'},n
"(50.0, 83.0)","{'Private', 'Federal-gov'}","(2.0, 16.0)","{'Widowed', 'Never-married', 'Separated'}","{'Exec-managerial', 'Transport-moving', 'Adm-clerical', 'Priv-house-serv', 'Craft-repair', 'Sales', 'Prof-specialty', 'Other-service'}","{'Unmarried', 'Not-in-family'}","{'White', 'Asian-Pac-Islander', 'Black', 'Amer-Indian-Eskimo'}",{'Female'},"(3.0, 75.0)","{'Philippines', 'Thailand', 'Honduras', 'United-States', 'England'}",{'<=50K'},n
"(50.0, 90.0)","{'Federal-gov', '?'}","(2.0, 14.0)","{'Separated', 'Married-spouse-absent', 'Widowed', 'Never-married'}","{'Exec-managerial', '?'}","{'Not-in-family', 'Own-child'}","{'White', 'Black', 'Other'}",{'Female'},"(2.0, 58.0)","{'Germany', 'Canada', 'United-States'}",{'<=50K'},n
"(50.0, 90.0)","{'Federal-gov', '?'}","(2.0, 14.0)","{'Separated', 'Married-spouse-absent', 'Widowed', 'Never-married'}","{'Exec-managerial', '?'}","{'Not-in-family', 'Own-child'}","{'White', 'Black', 'Other'}",{'Female'},"(2.0, 58.0)","{'Germany', 'Canada', 'United-States'}",{'<=50K'},n
"(50.0, 90.0)","{'Self-emp-not-inc', 'Self-emp-inc', 'Local-gov', 'Private', 'State-gov'}","(2.0, 16.0)","{'Divorced', 'Separated', 'Widowed', 'Never-married'}","{'Exec-managerial', 'Farming-fishing', 'Adm-clerical', 'Craft-repair', 'Priv-house-serv', 'Sales', 'Prof-specialty', 'Other-service'}","{'Not-in-family', 'Own-child'}","{'White', 'Black'}",{'Female'},"(7.0, 99.0)","{'Germany', 'United-States', 'Canada', '?'}",{'<=50K'},n
"(50.0, 90.0)","{'Self-emp-not-inc', 'Self-emp-inc', 'Local-gov', 'Private', 'State-gov'}","(2.0, 16.0)","{'Divorced', 'Separated', 'Widowed', 'Never-married'}","{'Exec-managerial', 'Farming-fishing', 'Adm-clerical', 'Craft-repair', 'Priv-house-serv', 'Sales', 'Prof-specialty', 'Other-service'}","{'Not-in-family', 'Own-child'}","{'White', 'Black'}",{'Female'},"(7.0, 99.0)","{'Germany', 'United-States', 'Canada', '?'}",{'<=50K'},n
"(50.0, 90.0)","{'Self-emp-not-inc', 'Self-emp-inc', 'Local-gov', 'Private', 'State-gov'}","(2.0, 16.0)","{'Divorced', 'Separated', 'Widowed', 'Never-married'}","{'Exec-managerial', 'Farming-fishing', 'Adm-clerical', 'Craft-repair', 'Priv-house-serv', 'Sales', 'Prof-specialty', 'Other-service'}","{'Not-in-family', 'Own-child'}","{'White', 'Black'}",{'Female'},"(7.0, 99.0)","{'Germany', 'United-States', 'Canada', '?'}",{'<=50K'},n
"(50.0, 84.0)","{'Self-emp-not-inc', 'Federal-gov', 'Local-gov', 'Private'}","(2.0, 16.0)","{'Married-spouse-absent', 'Widowed', 'Never-married'}","{'Exec-managerial', 'Farming-fishing', 'Craft-repair', 'Priv-house-serv', 'Machine-op-inspct', 'Tech-support', 'Prof-specialty', 'Other-service'}","{'Unmarried', 'Not-in-family'}","{'White', 'Asian-Pac-Islander', 'Amer-Indian-Eskimo'}",{'Female'},"(4.0, 99.0)","{'Mexico', 'Greece', 'United-States', 'India', '?'}",{'<=50K'},n
"(50.0, 84.0)","{'Self-emp-not-inc', 'Federal-gov', 'Local-gov', 'Private'}","(2.0, 16.0)","{'Married-spouse-absent', 'Widowed', 'Never-married'}","{'Exec-managerial', 'Farming-fishing', 'Craft-repair', 'Priv-house-serv', 'Machine-op-inspct', 'Tech-support', 'Prof-specialty', 'Other-service'}","{'Unmarried', 'Not-in-family'}","{'White', 'Asian-Pac-Islander', 'Amer-Indian-Eskimo'}",{'Female'},"(4.0, 99.0)","{'Mexico', 'Greece', 'United-States', 'India', '?'}",{'<=50K'},n
"(50.0, 77.0)",{'Private'},"(3.0, 16.0)","{'Widowed', 'Divorced', 'Never-married', 'Separated'}","{'Machine-op-inspct', 'Sales', 'Craft-repair', 'Handlers-cleaners', 'Prof-specialty'}",{'Not-in-family'},"{'White', 'Asian-Pac-Islander', 'Black'}",{'Female'},"(5.0, 68.0)","{'Iran', 'South', 'Canada', 'Philippines', 'United-States'}",{'<=50K'},n
"(50.0, 84.0)","{'Self-emp-not-inc', 'Federal-gov', 'Local-gov', 'Private'}","(2.0, 16.0)","{'Married-spouse-absent', 'Widowed', 'Never-married'}","{'Exec-managerial', 'Farming-fishing', 'Craft-repair', 'Priv-house-serv', 'Machine-op-inspct', 'Tech-support', 'Prof-specialty', 'Other-service'}","{'Unmarried', 'Not-in-family'}","{'White', 'Asian-Pac-Islander', 'Amer-Indian-Eskimo'}",{'Female'},"(4.0, 99.0)","{'Mexico', 'Greece', 'United-States', 'India', '?'}",{'>50K'},n
"(50.0, 84.0)","{'Self-emp-not-inc', 'Federal-gov', 'Local-gov', 'Private'}","(2.0, 16.0)","{'Married-spouse-absent', 'Widowed', 'Never-married'}","{'Exec-managerial', 'Farming-fishing', 'Craft-repair', 'Priv-house-serv', 'Machine-op-inspct', 'Tech-support', 'Prof-specialty', 'Other-service'}","{'Unmarried', 'Not-in-family'}","{'White', 'Asian-Pac-Islander', 'Amer-Indian-Eskimo'}",{'Female'},"(4.0, 99.0)","{'Mexico', 'Greece', 'United-States', 'India', '?'}",{'<=50K'},n
"(50.0, 90.0)",{'Private'},"(1.0, 14.0)","{'Widowed', 'Divorced', 'Never-married'}","{'Handlers-cleaners', 'Transport-moving', 'Priv-house-serv', 'Other-service'}",{'Not-in-family'},"{'White', 'Black'}",{'Female'},"(4.0, 62.0)","{'Puerto-Rico', 'Haiti', 'Italy', 'El-Salvador', 'United-States'}",{'<=50K'},n
"(50.0, 90.0)",{'Private'},"(1.0, 14.0)","{'Widowed', 'Divorced', 'Never-married'}","{'Handlers-cleaners', 'Transport-moving', 'Priv-house-serv', 'Other-service'}",{'Not-in-family'},"{'White', 'Black'}",{'Female'},"(4.0, 62.0)","{'Puerto-Rico', 'Haiti', 'Italy', 'El-Salvador', 'United-States'}",{'<=50K'},n
"(51.0, 88.0)","{'Federal-gov', 'Private', '?'}","(1.0, 14.0)","{'Married-civ-spouse', 'Married-spouse-absent', 'Widowed', 'Never-married'}","{'Exec-managerial', 'Machine-op-inspct', 'Adm-clerical', 'Priv-house-serv', '?'}","{'Not-in-family', 'Wife'}","{'White', 'Asian-Pac-Islander'}",{'Female'},"(1.0, 76.0)","{'China', 'Poland', 'Philippines', 'El-Salvador', 'United-States'}",{'<=50K'},n
"(50.0, 90.0)",{'Private'},"(2.0, 14.0)","{'Divorced', 'Widowed', 'Never-married'}","{'Adm-clerical', 'Handlers-cleaners', 'Machine-op-inspct'}","{'Not-in-family', 'Own-child'}","{'White', 'Black'}",{'Female'},"(13.0, 64.0)","{'Mexico', 'Canada', 'Nicaragua', 'Poland', 'India', 'Ecuador', 'United-States'}",{'<=50K'},n
"(51.0, 88.0)","{'Federal-gov', 'Private', '?'}","(1.0, 14.0)","{'Married-civ-spouse', 'Married-spouse-absent', 'Widowed', 'Never-married'}","{'Exec-managerial', 'Machine-op-inspct', 'Adm-clerical', 'Priv-house-serv', '?'}","{'Not-in-family', 'Wife'}","{'White', 'Asian-Pac-Islander'}",{'Female'},"(1.0, 76.0)","{'China', 'Poland', 'Philippines', 'El-Salvador', 'United-States'}",{'<=50K'},n
"(50.0, 83.0)","{'Private', 'Federal-gov'}","(2.0, 16.0)","{'Widowed', 'Never-married', 'Separated'}","{'Exec-managerial', 'Transport-moving', 'Adm-clerical', 'Priv-house-serv', 'Craft-repair', 'Sales', 'Prof-specialty', 'Other-service'}","{'Unmarried', 'Not-in-family'}","{'White', 'Asian-Pac-Islander', 'Black', 'Amer-Indian-Eskimo'}",{'Female'},"(3.0, 75.0)","{'Philippines', 'Thailand', 'Honduras', 'United-States', 'England'}",{'<=50K'},n
"(50.0, 88.0)","{'Local-gov', 'Private', 'Federal-gov'}","(3.0, 16.0)","{'Never-married', 'Divorced', 'Separated'}","{'Exec-managerial', 'Adm-clerical', 'Craft-repair', 'Tech-support', 'Prof-specialty', 'Other-service'}","{'Other-relative', 'Not-in-family'}","{'White', 'Asian-Pac-Islander', 'Black', 'Other'}",{'Female'},"(1.0, 90.0)","{'Hong', 'Japan', 'Philippines', 'United-States', 'Scotland', 'Ecuador', '?', 'Cuba'}",{'<=50K'},n
"(50.0, 88.0)","{'Local-gov', 'Private', 'Federal-gov'}","(3.0, 16.0)","{'Never-married', 'Divorced', 'Separated'}","{'Exec-managerial', 'Adm-clerical', 'Craft-repair', 'Tech-support', 'Prof-specialty', 'Other-service'}","{'Other-relative', 'Not-in-family'}","{'White', 'Asian-Pac-Islander', 'Black', 'Other'}",{'Female'},"(1.0, 90.0)","{'Hong', 'Japan', 'Philippines', 'United-States', 'Scotland', 'Ecuador', '?', 'Cuba'}",{'>50K'},n
"(50.0, 88.0)","{'Local-gov', 'Private', 'Federal-gov'}","(3.0, 16.0)","{'Never-married', 'Divorced', 'Separated'}","{'Exec-managerial', 'Adm-clerical', 'Craft-repair', 'Tech-support', 'Prof-specialty', 'Other-service'}","{'Other-relative', 'Not-in-family'}","{'White', 'Asian-Pac-Islander', 'Black', 'Other'}",{'Female'},"(1.0, 90.0)","{'Hong', 'Japan', 'Philippines', 'United-States', 'Scotland', 'Ecuador', '?', 'Cuba'}",{'>50K'},n
"(50.0, 88.0)","{'Local-gov', 'Private', 'Federal-gov'}","(3.0, 16.0)","{'Never-married', 'Divorced', 'Separated'}","{'Exec-managerial', 'Adm-clerical', 'Craft-repair', 'Tech-support', 'Prof-specialty', 'Other-service'}","{'Other-relative', 'Not-in-family'}","{'White', 'Asian-Pac-Islander', 'Black', 'Other'}",{'Female'},"(1.0, 90.0)","{'Hong', 'Japan', 'Philippines', 'United-States', 'Scotland', 'Ecuador', '?', 'Cuba'}",{'>50K'},n
"(50.0, 81.0)","{'Self-emp-not-inc', 'Local-gov', 'Private', 'State-gov'}","(4.0, 16.0)","{'Divorced', 'Never-married', 'Widowed'}","{'Prof-specialty', 'Adm-clerical', 'Craft-repair', 'Other-service'}","{'Other-relative', 'Not-in-family'}","{'White', 'Asian-Pac-Islander'}",{'Female'},"(1.0, 99.0)","{'Cambodia', 'Outlying-US(Guam-USVI-etc)', 'China', 'Canada', 'Nicaragua', 'Philippines', 'United-States'}",{'<=50K'},n
"(50.0, 85.0)","{'Private', 'Self-emp-not-inc'}","(3.0, 14.0)","{'Never-married', 'Widowed', 'Separated'}","{'Exec-managerial', 'Craft-repair', 'Protective-serv', 'Priv-house-serv', 'Machine-op-inspct', 'Sales'}","{'Unmarried', 'Not-in-family'}","{'White', 'Black'}",{'Female'},"(3.0, 74.0)","{'?', 'Scotland', 'Peru', 'United-States', 'Dominican-Republic'}",{'<=50K'},n
"(50.0, 90.0)","{'Federal-gov', '?'}","(2.0, 14.0)","{'Separated', 'Married-spouse-absent', 'Widowed', 'Never-married'}","{'Exec-managerial', '?'}","{'Not-in-family', 'Own-child'}","{'White', 'Black', 'Other'}",{'Female'},"(2.0, 58.0)","{'Germany', 'Canada', 'United-States'}",{'<=50K'},n
"(50.0, 81.0)","{'Self-emp-not-inc', 'Private', 'State-gov', '?'}","(1.0, 16.0)","{'Married-spouse-absent', 'Widowed', 'Never-married', 'Separated'}","{'Exec-managerial', 'Prof-specialty', '?', 'Other-service'}","{'Other-relative', 'Not-in-family'}","{'White', 'Black'}",{'Female'},"(1.0, 84.0)","{'Poland', 'Outlying-US(Guam-USVI-etc)', 'Hungary', 'Columbia', 'United-States'}",{'<=50K'},n
"(50.0, 81.0)","{'Self-emp-not-inc', 'Private', 'State-gov', '?'}","(1.0, 16.0)","{'Married-spouse-absent', 'Widowed', 'Never-married', 'Separated'}","{'Exec-managerial', 'Prof-specialty', '?', 'Other-service'}","{'Other-relative', 'Not-in-family'}","{'White', 'Black'}",{'Female'},"(1.0, 84.0)","{'Poland', 'Outlying-US(Guam-USVI-etc)', 'Hungary', 'Columbia', 'United-States'}",{'<=50K'},n
"(50.0, 84.0)","{'Self-emp-inc', 'Local-gov', 'Private', 'State-gov', '?'}","(4.0, 16.0)","{'Divorced', 'Separated', 'Married-spouse-absent', 'Never-married'}","{'Exec-managerial', 'Transport-moving', 'Adm-clerical', 'Protective-serv', 'Machine-op-inspct', 'Sales', 'Tech-support', 'Prof-specialty', '?', 'Other-service'}","{'Other-relative', 'Not-in-family', 'Own-child'}","{'White', 'Black'}",{'Female'},"(9.0, 99.0)","{'Haiti', '?', 'United-States', 'England'}",{'>50K'},n
"(50.0, 88.0)","{'Local-gov', 'Private', 'Federal-gov'}","(3.0, 16.0)","{'Never-married', 'Divorced', 'Separated'}","{'Exec-managerial', 'Adm-clerical', 'Craft-repair', 'Tech-support', 'Prof-specialty', 'Other-service'}","{'Other-relative', 'Not-in-family'}","{'White', 'Asian-Pac-Islander', 'Black', 'Other'}",{'Female'},"(1.0, 90.0)","{'Hong', 'Japan', 'Philippines', 'United-States', 'Scotland', 'Ecuador', '?', 'Cuba'}",{'>50K'},n
"(50.0, 88.0)","{'Local-gov', 'Private', 'Federal-gov'}","(3.0, 16.0)","{'Never-married', 'Divorced', 'Separated'}","{'Exec-managerial', 'Adm-clerical', 'Craft-repair', 'Tech-support', 'Prof-specialty', 'Other-service'}","{'Other-relative', 'Not-in-family'}","{'White', 'Asian-Pac-Islander', 'Black', 'Other'}",{'Female'},"(1.0, 90.0)","{'Hong', 'Japan', 'Philippines', 'United-States', 'Scotland', 'Ecuador', '?', 'Cuba'}",{'<=50K'},n
"(50.0, 90.0)","{'Self-emp-not-inc', 'Self-emp-inc', 'Local-gov', 'Private', 'State-gov'}","(2.0, 16.0)","{'Divorced', 'Separated', 'Widowed', 'Never-married'}","{'Exec-managerial', 'Farming-fishing', 'Adm-clerical', 'Craft-repair', 'Priv-house-serv', 'Sales', 'Prof-specialty', 'Other-service'}","{'Not-in-family', 'Own-child'}","{'White', 'Black'}",{'Female'},"(7.0, 99.0)","{'Germany', 'United-States', 'Canada', '?'}",{'<=50K'},n
"(50.0, 75.0)","{'Self-emp-inc', 'Self-emp-not-inc', 'Local-gov', 'Private', 'State-gov'}","(3.0, 16.0)","{'Married-civ-spouse', 'Divorced', 'Married-spouse-absent', 'Never-married'}","{'Exec-managerial', 'Transport-moving', 'Adm-clerical', 'Handlers-cleaners', 'Machine-op-inspct', 'Sales', 'Prof-specialty', 'Other-service'}","{'Other-relative', 'Unmarried', 'Not-in-family', 'Wife'}","{'Black', 'Amer-Indian-Eskimo'}",{'Female'},"(8.0, 97.0)","{'Haiti', 'United-States'}",{'<=50K'},n
"(50.0, 81.0)","{'Self-emp-not-inc', 'Private', 'State-gov', '?'}","(1.0, 16.0)","{'Married-spouse-absent', 'Widowed', 'Never-married', 'Separated'}","{'Exec-managerial', 'Prof-specialty', '?', 'Other-service'}","{'Other-relative', 'Not-in-family'}","{'White', 'Black'}",{'Female'},"(1.0, 84.0)","{'Poland', 'Outlying-US(Guam-USVI-etc)', 'Hungary', 'Columbia', 'United-States'}",{'<=50K'},n
"(50.0, 81.0)","{'Self-emp-not-inc', 'Private', 'State-gov', '?'}","(1.0, 16.0)","{'Married-spouse-absent', 'Widowed', 'Never-married', 'Separated'}","{'Exec-managerial', 'Prof-specialty', '?', 'Other-service'}","{'Other-relative', 'Not-in-family'}","{'White', 'Black'}",{'Female'},"(1.0, 84.0)","{'Poland', 'Outlying-US(Guam-USVI-etc)', 'Hungary', 'Columbia', 'United-States'}",{'<=50K'},n
"(50.0, 80.0)","{'Self-emp-not-inc', 'Local-gov', 'Private'}","(2.0, 14.0)","{'Widowed', 'Divorced', 'Never-married'}","{'Adm-clerical', 'Priv-house-serv', 'Tech-support', 'Prof-specialty'}",{'Not-in-family'},"{'White', 'Asian-Pac-Islander', 'Black'}",{'Female'},"(9.0, 96.0)","{'Puerto-Rico', 'United-States', 'Dominican-Republic', '?'}",{'<=50K'},n
"(50.0, 80.0)","{'Self-emp-not-inc', 'Local-gov', 'Private'}","(2.0, 14.0)","{'Widowed', 'Divorced', 'Never-married'}","{'Adm-clerical', 'Priv-house-serv', 'Tech-support', 'Prof-specialty'}",{'Not-in-family'},"{'White', 'Asian-Pac-Islander', 'Black'}",{'Female'},"(9.0, 96.0)","{'Puerto-Rico', 'United-States', 'Dominican-Republic', '?'}",{'<=50K'},n
"(50.0, 90.0)","{'Federal-gov', '?'}","(2.0, 14.0)","{'Separated', 'Married-spouse-absent', 'Widowed', 'Never-married'}","{'Exec-managerial', '?'}","{'Not-in-family', 'Own-child'}","{'White', 'Black', 'Other'}",{'Female'},"(2.0, 58.0)","{'Germany', 'Canada', 'United-States'}",{'<=50K'},n
