5,age,workclass,educational-num,marital-status,occupation,relationship,race,gender,hours-per-week,native-country,income,flag
4487,"(50.0, 51.0)",{'Private'},"(4.0, 4.0)",{'Divorced'},{'Craft-repair'},{'Not-in-family'},{'White'},{'Female'},"(30.0, 33.0)","{'Italy' ,'United-States'}",{'<=50K'},HqSGEeZyeJKyjl8a1rUM47sBPuApO2yZkEszi8dukBnQXG/BxdSkwWAj63TBBF97CLlE5mZIcQUNMUYYh2SDWvpcrp2I7mDYrXb36iij6DGufIBY+c4mh0uOxoywZAap/Ko8DQnaCWr2PQrM8hdCP91wI6wmHEbJNd0awuQnPIs=
4488,"(50.0, 51.0)",{'Private'},"(4.0, 4.0)",{'Divorced'},{'Craft-repair'},{'Not-in-family'},{'White'},{'Female'},"(30.0, 33.0)","{'Italy' ,'United-States'}",{'<=50K'},i5LfA7pU5KJkEUQb8KLvW5G9Scp8z0e5cisLrDD8UhbaY+FphhctaTdIGERuh5SvYsm0wn0DE/Dbe5WPVrX5hjoGKIOyvqkiFXec2wVcxbOOdN9iRP4t0KoaNaBvAxYOgkz+JM6MNWy0yFtE/0QEiFTwrRj5lUUGsOf9zK72kVc=
4489,"(64.0, 64.0)",{'Private'},"(13.0, 13.0)",{'Divorced'},{'Sales'},{'Not-in-family'},{'White'},{'Female'},"(5.0, 5.0)",{'United-States'},{'<=50K'},mq/PiGiPkve+SWBToVkPkB5CszBZjpvsU0koE0gd05AidpLR60OaIH2eVz+vLx3I66UdSp9/6WBWE6+h2qHjMvUf2O6MUwETwQXJr5fu8AoZoMJ2xC2Nt4g06uE80TDMYdRM1+FhnwUqYPHRVtHaafIXrtyx/ZYW86v9AKh2tj0=
4490,"(64.0, 64.0)",{'Private'},"(13.0, 13.0)",{'Divorced'},{'Sales'},{'Not-in-family'},{'White'},{'Female'},"(5.0, 5.0)",{'United-States'},{'<=50K'},c7lc2nWoaeKQc2TLAntk5efjtdwOxxG3+o3UEbD+mJIY1osCx6Z28/mV8BZf5BDQx2cZKF8lf6gFUn5RCmXxVJOPOeVH77y77YNyKwC/ELnvattX88L8oJA32VVUVrsNlyweRNTnuouv1s8RTUzAI890FTsQYtzq3rkkgPMTtTU=
4491,"(64.0, 64.0)",{'Private'},"(13.0, 13.0)",{'Divorced'},{'Sales'},{'Not-in-family'},{'White'},{'Female'},"(5.0, 5.0)",{'United-States'},{'<=50K'},NIpbEyzfG4dl5uTwMhMTTGqgQYZxRiGWd2+UoAu44GcQyJIXZT2YNSf9APfvmCgBC18stA0RsJBoLmvwdWpHSDWCJKkus1JRBiXQivLqtIQIuuorbSz3oHcPKyVyd/qCgHOUrMLJbzS284iMAyIZC3fI35Uzls+BxglUNJyvCTk=
4492,"(53.0, 54.0)",{'Private'},"(9.0, 9.0)",{'Divorced'},{'Sales'},{'Not-in-family'},{'White'},{'Female'},"(37.0, 38.0)","{'Mexico' ,'United-States'}",{'<=50K'},Es63+wP3trlXK4ljKpaftp+emYrF7B4dAspqNaXQzrGS9gDHGytwqoMpxwUVrsQKt9zdYSX0PDcFuOs6/AKYijnQH8feTtdjUzV/HN8SWZK4qTr7gRzO2W5AoZO8FpNFjo6Xm/x8bw4SYWUI+MFTTQ2frq8oIGhPkcpRjNX1YmM=
4493,"(53.0, 54.0)",{'Private'},"(9.0, 9.0)",{'Divorced'},{'Sales'},{'Not-in-family'},{'White'},{'Female'},"(37.0, 38.0)","{'Mexico' ,'United-States'}",{'<=50K'},QaeB/53yE0PrmvrtGe77rqvUC/xhv2zPPKgVjnoDTsD5lIuj8PzpCmNydLeyv/Pb642pZ5m2mvWcgrYNVq3qFwio7ckBDt4O0x5qmidc260A/utjV3UWqDQkLpPw5nabRuFfwLAXc/cu4lobFNeejOux6L9oeFJyRN0h9peG+eE=
4494,"(53.0, 54.0)",{'Private'},"(9.0, 9.0)",{'Divorced'},{'Sales'},{'Not-in-family'},{'White'},{'Female'},"(37.0, 38.0)","{'Mexico' ,'United-States'}",{'<=50K'},AzN+jsHtWse0Pii5qdvnk1TU2BNSUbfh2v0xG9e3XXbq4fCTgCDQOfGij7HkLDddYiFwwl+OEnS/mEXMDzRiXxG2NtGnaYK0TOTw7X3cgjoJKE8885nAlgl3W1ePqnkPy1s4YUQcNW0xtksNyAgGJRj+4P0JqnoS0zYmYvnpNSU=
4495,"(51.0, 53.0)",{'Private'},"(10.0, 13.0)",{'Divorced'},{'Sales'},{'Not-in-family'},{'White'},{'Female'},"(43.0, 49.0)",{'United-States'},{'<=50K'},nYlyRiAe0ynzrhQohQtkfPyshuqTTqJFYKI8gpcPiw1STiR4RyXiPLaIMV2SNGvpcgb33y0d4MmDEYdNrFTaIiM+kXfnHHAwigvYuAm8qpl91jKkK5g3bnDBZKx1QG/FOjGNR9rPIS55czQciFkhOQbNF2Zg93C7fcwVKB4kKEQ=
4496,"(51.0, 53.0)",{'Private'},"(10.0, 13.0)",{'Divorced'},{'Sales'},{'Not-in-family'},{'White'},{'Female'},"(43.0, 49.0)",{'United-States'},{'<=50K'},h8irV9iljkKQ31IuoYGiOj/GKIbBnWZX+jHUNmVkp7VDSBt/mkWu7o+zX8ql1u+iHuNCxCvS7w/krUtB5N/vP8w0ZxNYER4OhCu0Kyp5taYuNkmvwYP8PkfL352d5hHAbohaKYEnvSjWjdNh8yll0xoc+pOqg0+an0BjHsDhCoE=
4497,"(51.0, 53.0)",{'Private'},"(10.0, 13.0)",{'Divorced'},{'Sales'},{'Not-in-family'},{'White'},{'Female'},"(43.0, 49.0)",{'United-States'},{'<=50K'},e5Rqz5XuRqgIIEOpmVwz1U7SlyChJIoMy5KV7oH3x7EZQPlcn3KQ0VkxV/BloEdxR7TyjJ9Y0rM6qe182f6LeihSgezHyatWTKVP2KYMiMLnsu7R/qfrARGUJE2DIYK/puu99bfmpg6jdq4Jix/2r+VihgsS6yNuJu7/xl1oXjs=
4498,"(51.0, 53.0)",{'Private'},"(10.0, 13.0)",{'Divorced'},{'Sales'},{'Not-in-family'},{'White'},{'Female'},"(43.0, 49.0)",{'United-States'},{'>50K'},bu4Rq/mXhInRmvGfw6njBQn2ymomU9RMUvZO8wbD8zCZKBkV/bPeSsarUcjKG1aT/k+v8vwKi61chMtFzipU3bKbg/Vosj7M6i1x5+srkVFWWvltGwTL6mXyEszZ46xeUe9Oun4IwaibZuEafulnu9qKORKiA6WOpCIDyprEbmw=
4499,"(56.0, 63.0)",{'Private'},"(4.0, 7.0)",{'Divorced'},{'Sales'},{'Not-in-family'},{'White'},{'Female'},"(40.0, 40.0)",{'United-States'},{'<=50K'},sJmLN0kMiihyqw+g2QKmTvSGnzFFYZNIEeAqDbZ1j4nAbCmE3WxF/v1B1WiqDYOmHKhoF4dr6P13/4M+uJA2HuIpdyKf6RLhwoojVJ2uQVeCbrIuG91CSctDYbhSOJrj9a1VK0FbitCzPZ7+ywxWegnKtBOetTKwmHtR51bgJ1E=
4500,"(56.0, 63.0)",{'Private'},"(4.0, 7.0)",{'Divorced'},{'Sales'},{'Not-in-family'},{'White'},{'Female'},"(40.0, 40.0)",{'United-States'},{'<=50K'},gvoxy/ZZDtd7j8DIY4qT+2rdut4/qvmJFYUs8OtWgaFuMoO2VQAtRX26ouKTo5W9NfrpWRKno2ghBS2HGQ0OcC4M19aWG5bh4C2uHl88WiZXgnaD/Jx6i3v+JN7U2gCWrLE8yd3ZH4/Esby6QJ+Hua2hKA5uxcqkLfQETibLtrs=
4501,"(56.0, 63.0)",{'Private'},"(4.0, 7.0)",{'Divorced'},{'Sales'},{'Not-in-family'},{'White'},{'Female'},"(40.0, 40.0)",{'United-States'},{'<=50K'},EazpUasB+quKuCxlRkSRfsJm+PLJKB4K/788Pny2ABmGeEHXhpwKV/rcXEGOfL3rztthy1flTbQQM+hVk8TU0M+eHUk10ZDHcgeFUxUgQOkRAGqnD4/G5Z4G2h59Vfj54GVzzJK5isTyEK18UZt6bmEohRGO5n7yPVztXTsjQRY=
4502,"(51.0, 54.0)",{'Private'},"(9.0, 10.0)",{'Divorced'},{'Sales'},{'Not-in-family'},{'White'},{'Female'},"(59.0, 61.0)",{'United-States'},{'<=50K'},goNazeUVNT13MdcmdGxeMu0mB9rNL2y8uIBYvpzQmrpWynbhALxfQpzHpeyNB/4ikp1heMHIe41m+rIfCSyuFyjsiNvfjNllWAw75qrWc/+RObGpmVtNCl1AROGKliNeMvGQt8WcLFXVS15/kTQceR1XODh5mcKtZZBmYWTYlxo=
4503,"(51.0, 54.0)",{'Private'},"(9.0, 10.0)",{'Divorced'},{'Sales'},{'Not-in-family'},{'White'},{'Female'},"(59.0, 61.0)",{'United-States'},{'>50K'},I0QVl0ufd9McClQILtRgwor9kTD1P+6v+c7jXtNsLD8dxJ/f2KSNsumDIwmK2haJGVjOerjRXdAHLTiOZb3ipR5C12WQBkMmdgYuCgmbRr3c1v91nZjzyxmVGaOszws1RG4sKq6QHKOarP54IIrFw3ZsiLVDfPSFaNt+xHdmMWQ=
4504,"(51.0, 54.0)",{'Private'},"(9.0, 10.0)",{'Divorced'},{'Sales'},{'Not-in-family'},{'White'},{'Female'},"(59.0, 61.0)",{'United-States'},{'<=50K'},BUKfytEkg1ggHXjj0NDHffqB36Y25R9hCDzILzxghGgQRc9QvvxO64kC1e1XyTweMnkrFpF//pHqU304gAjU5sajtoDn0gWl0MuqAzhrUlHtCR79cYJzMgPXJ9mVX1MSgfH9bewCSQlLR2WS43kOq7eH8Na6milckIEKH94kyTA=
4505,"(60.0, 63.0)",{'Private'},"(4.0, 10.0)",{'Divorced'},{'Sales'},{'Not-in-family'},{'White'},{'Female'},"(52.0, 60.0)",{'United-States'},{'<=50K'},cdeRagpwtiuIGcZjxHYDyD0aAb8V+kxacXNj6+RMNz5WPEhuQoUbVMPm6kTjxsrwGjdOSCfXYPG6+uQA69SLn+1Oddno2FDJGMW3h27yrv6NBxCfjeroeeVAAfec+XOL+rRUZOCurUH39qXXG5XQYt4zi1fOEMXog9ccTvf+jvg=
4506,"(60.0, 63.0)",{'Private'},"(4.0, 10.0)",{'Divorced'},{'Sales'},{'Not-in-family'},{'White'},{'Female'},"(52.0, 60.0)",{'United-States'},{'>50K'},cbXqvQTHXqZgdIH/mXjBmdAjDw4aNFHVh4F0ra+kWhFigI/5VFBY0psZRvGLSPbPi+C5iVQIOIeIcXVcIwHok3k5vUzaTzZQTkq01FLu6KwOdaKIEVNsymyQKk0j7ZlG8TpjC+eWXoBHERBMDMZ3t1aEGQq0506apxd1E0qKi78=
4507,"(60.0, 63.0)",{'Private'},"(4.0, 10.0)",{'Divorced'},{'Sales'},{'Not-in-family'},{'White'},{'Female'},"(52.0, 60.0)",{'United-States'},{'<=50K'},aGuaMXGJ3y+QyUv6ksumTSd5XzEfeBUqNvzUZ06q/GPea1GKYKMwwLLasHjV53auwxxTkh6TxuqSY0qy++fieoUdxDAVC4Qb/yUa8QMbpsKWeg9bDXX1PPrS71fJrdMQW/62KsSePuaykGvbI8kYZm9Y5gNkZ3OXBJgEkVInWqE=
4508,"(75.0, 81.0)",{'Private'},"(10.0, 15.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(10.0, 20.0)",{'United-States'},{'<=50K'},WujXI1816bhmueHSknknLv2V8odHu7GcOxFZalVhcd/OHVAkUE+ElKOnVgxB5BxAeEqnVNL2jHvT6E7HukijduC9NcTfgK2SL6dOE/cqCk52jVwqrpL8ssEneUlnRPWWiNoKkkVNcXACgnyaRulwZDINDW24B63o0LyXXaW6W5U=
4509,"(75.0, 81.0)",{'Private'},"(10.0, 15.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(10.0, 20.0)",{'United-States'},{'<=50K'},kGPdVoKTpd28C++LsT/STq1f0M50O3nb5Y19C1EnlyZH0ntyS5ZzHg8kFu88WUhlZKLaLNanPzcdbwu+qIsN+NIhu5u0vTcX4af5k1W7A0rdhYOWIZHwlSi6OZIFLH6nekHYp4BNaBqeBopERHQ/XlRfU0uB6GBsuh0qRTgFCuA=
4510,"(75.0, 81.0)",{'Private'},"(10.0, 15.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(10.0, 20.0)",{'United-States'},{'<=50K'},a+SfbVwsp3aQOt9oZd/B58/pnXpumsHkyhcGltTYwYhn+LpuXMRvD9p7ASXKkOeBtq8X3qBviLP8r5hrs2YQ/efDVM3WbhYZJfYR2aStB/G+ilFLUQ9yVSWgTpnwk95kdgXOimwYfBm1jCkfUtB9aVPUUNUEv4zPmxiRFWSQuis=
4511,"(51.0, 52.0)",{'Private'},"(9.0, 9.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(38.0, 38.0)",{'United-States'},{'<=50K'},XcSOztqeAKSIPpKnX7PxSSx38DGQVYYNPENehsb7hPKxzx1+iEU17PL6Yl5iGfUYrBb/MgyV12teUsKVSZtQfvsRIeXbshLSlSFZob2hk/GW1TDlkfvlEoGoeeJ4H22lbGovOPVih5qVopd03pu6BjFvsJFv+s5oXz3x0LB7t9A=
4512,"(51.0, 52.0)",{'Private'},"(9.0, 9.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(38.0, 38.0)",{'United-States'},{'<=50K'},O4XUynHf7a9V5MGxyP1KQF00WbNipdeP9WVsuGLWMeLRpyJVbxwbdm1GOFYKMv5beC4WiXtpH7nIX9cgWRXzNPtyUfZ/I7Y7QJVBCfP+bbQR603o/E29SR7iU3QUOKRZu8LRQDWMfZlo+wsrsFPhYmzVsdRFt2dyspeF/X2tZuo=
4513,"(51.0, 52.0)",{'Private'},"(9.0, 9.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(38.0, 38.0)",{'United-States'},{'<=50K'},J2krqEKSfZoyYeI2oFhsYZjmFfzh11I34C+ICp9HTZNbZIiWJ/fWF7rJQeAaB8GfCzshTwOC/l6BA6+Zb/jsHGxy3AekUMww3a5JG3laqSdE05CnikcZt5CXNUea+X53ocYp0cSc911uoq3yDdtuZbZVVh/cV85UtzKaSm4wTos=
4514,"(51.0, 52.0)",{'Private'},"(9.0, 9.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(38.0, 38.0)",{'United-States'},{'<=50K'},cXorTwwDYN5hs5yXa+tGx6VQGZbN9ppnxj31AJsXDCaNJ9TRmlN/+Dg8NoJ1STzWao1yb8ui5GxMy9/NW6u5adOySell1TKO2FTFu3NhZzg5MXppkPDrOA6929mCJWm2y6Ae/u88eONvKk/bRYcToSXGf4n9Sak3nXv21uMhA2k=
4515,"(54.0, 55.0)",{'Private'},"(9.0, 10.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(38.0, 39.0)",{'United-States'},{'<=50K'},soxUFneQWn3wtKkrD6wKbEeYaJhDXoTTrW3+gfw+U9ei0mxdy2ya4GO+3ADfTFSFN0DjKsjVPaiSeOr9PM/7U2SX8mbxq11ShU0qMZurz4byTSw//x03EHndGEaV1UaPDU6r65SFI4ZyGd354qeh6MrnzhPF7TnMyElt7sxwcOo=
4516,"(54.0, 55.0)",{'Private'},"(9.0, 10.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(38.0, 39.0)",{'United-States'},{'<=50K'},Mn1OoHXwJPuMTDhzLynKJQ0gpBMzyxUq0mXHGk8Zu/dcuyrHgBdMfc8SEsnqwh3B+xra35u87ACEwDdO4yAst+65l+3dG7NjhqKYZqHFCDhzwuRbPnUhi20OmIhOODou4JqOQvLVjWKfdN3KfN7mwJEBGREuOzv5DnYejH+HsUY=
4517,"(54.0, 55.0)",{'Private'},"(9.0, 10.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(38.0, 39.0)",{'United-States'},{'<=50K'},dNUEaVSi0Shc66Sk/RCb/xU8/xegPpW086QFpPG2QYqoKrWu1v+TMxekLXHJ3a8vIZtxW7qtoDcex0pGiiwwtVI/tqB/bJ4cXlnLyY74C1Ckp+DM3yFkyXIaS66Vq7F7pXUGyjlYUQ7U5GrPoOSS6EMhLuWXIj3Fd3gWHQP6VxM=
4518,"(54.0, 55.0)",{'Private'},"(9.0, 10.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(38.0, 39.0)",{'United-States'},{'<=50K'},Ldxz/7rhVyGkjtlr7vQuG7Hz/PPCkKOdIIQ5BnOVs2mKkadzgcahtJjVrJuK3l4K1NL0BkzDnRSi7uRHC/KdEGN1Z6CMIoonkNPkHuJ5d0uBDvbvWhbkyWYb27KSIvrgHhzPkDV5lY8nBnNS7b4W3s8bBlVCaNLvp0Dh1ApwCTw=
4519,"(55.0, 56.0)",{'Private'},"(7.0, 9.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(39.0, 40.0)",{'United-States'},{'<=50K'},g4bl8tGoKoTo6wF25H8bQ5eoxL+8g9pRWZDkv7qjFGlXt0V1xOivnsnFDtcNOSi2DWcvfcBb3UCCoM0Q5QZyA2oSoW9aij3NnYrNoCIpXnDgjUzoR6t/51GyyNTmu1aw7Z1mwHSHXb2lp8SyWp2YnUGk0GXp2oaDv1hrQ5hhhWE=
4520,"(55.0, 56.0)",{'Private'},"(7.0, 9.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(39.0, 40.0)",{'United-States'},{'<=50K'},A3gOoKEDNAgPcEdrZkfFnfHTwrx73G3RloekS1He8+qy8WsJGluMZZ0hgm2WZYoHyB8K5FLlkjwsdINrAY44/toSBiPdixbFlbiFzpOxbIhxloVhf6sqYdlv/osOEkrX++xnSSxiMDJ36Ckl8tzS2hJt+I5dD+wZCMA4TETnRbE=
4521,"(55.0, 56.0)",{'Private'},"(7.0, 9.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(39.0, 40.0)",{'United-States'},{'<=50K'},dTfocGYIY86ZCK2tAiNGN+0G+qFMR1CB1ChETWMu8DDG7fjDZjt5Ttt70MCNmKJsNrHwF9lgyzhsohNl6H1S5OVIRO02RViSswpQzK9zkBCbiLkDhq9tb3DOU1icuBhruOvF17mJC4IVOyBYO/168Ku6gAdKKVE8vbUaJu6pFAw=
4522,"(67.0, 67.0)",{'Private'},"(9.0, 10.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(39.0, 40.0)",{'United-States'},{'<=50K'},haSesqEz4q+bW+oTRGCWj3gIAVsvwYfTBHDzPefRvMyB665ZOnkux05x3kJqWOhjunB3dIKpVn/YJ1MWJ+Bc65hJZSCkApchXdcsRi5vq0z55Yr4Wp6uiY6uS7gSQL1VoWkbhsY6QMYxUkaTyijb+U9ttvCqFBUzZ7rZdFw6+II=
4523,"(67.0, 67.0)",{'Private'},"(9.0, 10.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(39.0, 40.0)",{'United-States'},{'<=50K'},oQ8MW+Yv+649Mo7lo5dsmWBWNTACSvVVkG8cLUGD1ljpC949bHGzRhZFmjGWHXBqCM2qZkjw5Kx0UZ8APbXFJuW5yXg1Ha+8u1yG9ILrCp4rcU2hBO1s3lQ5ab6pOlVIwZEaoJfrvp7Keo3NTJN1JEgEZZuRlc/8GoMJhbupUQw=
4524,"(67.0, 67.0)",{'Private'},"(9.0, 10.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(39.0, 40.0)",{'United-States'},{'<=50K'},PyguNw1N2l6QHoKetFOfxFcmMXPYtmICQPiZVCldzzrtMFgZdzNhr0NH+JaB5ug8KzWqys3NhKlIv/S/XcaegZ2DZHb1SaPQVUNOhm6p6M+rtFPdGSjgA2ArNooHsO+weeEf/kFMUpdBpj0ziStQvq9v5jefZf2qEQvEm/rVKE8=
4525,"(50.0, 60.0)",{'Private'},"(4.0, 13.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(35.0, 42.0)",{'Cuba'},{'<=50K'},D8e8ldk9YzYw+JV58NV0kgSMCGz0+k2yA1jIz5tVzgHEPD5ycg3jgjcFENawyGinpqJU1so6HmzIVDJVfjGG6h0HOittFrgMoO8OF3gMEd5o2JXB/4JwU6U8LzP/QzZ63Of6qaXdqD0hHzNjxWixR5VdJyoLQ/kKfs5h06AGSVk=
4526,"(50.0, 60.0)",{'Private'},"(4.0, 13.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(35.0, 42.0)",{'Cuba'},{'<=50K'},P32JNsf/mOCT3OLO5JqCksMwavCQIKxiDDbOvYyobAuXTakVVCwDxybWbxTqXncV8y4EmAbwwNAfq6TdUQaBUwoQg90gB4duT5skFWSOr9YFHy8iOx1jl/tWHKpWH9Nnsh0sSKkVll3sNZZWZ8HeTaVIiJed4vXJQ3JHgb9TWBM=
4527,"(50.0, 60.0)",{'Private'},"(4.0, 13.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(35.0, 42.0)",{'Cuba'},{'<=50K'},jCnN1SyVLUUNK0E/CL1xTEEnhBzX522MxeL9e9xAFo2xD2eG9XYsU/3c+M+EHURdurnv9JoExaYrM9J52BiJuGmeAvCNRtgrUI4KQkSwvUJiyod4cyuglinduUF5spb69H3nsitNuMDx97GBD01OrQ6LKy+gEnVnYxtXkWqK2Bs=
4528,"(50.0, 60.0)",{'Private'},"(4.0, 13.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(35.0, 42.0)",{'Cuba'},{'<=50K'},lqRprqw2F7UeMX8GgPiKJ3oLIeie6xbv1DeQtQFswOIBXgxuYR4LhBaWZQSiWLXgJNhcVhfWwQTFJekF8EXIKYZ6pKdjgdG/iAAQW9TrLKHzXs7b+SVdDD/jx3a4qHU7eFB3mDv+qb54SzUWF4cSh1lU9TMS/uHYInKARnc9fbM=
4529,"(50.0, 64.0)",{'Self-emp-inc'},"(9.0, 10.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(38.0, 43.0)",{'United-States'},{'<=50K'},A68t1L2TISNR7MUp1uUn8JiLkw4CzkgScAwNLzgApi+LQVl1hzEwHFP9MLGv/jqehSVH2tiX7UKrcCEZdz2H3WjtkSE9t0VSihRDcU8axI3Wc4E8EO8QEiH+vPhRZtENbHCnC5EYYC0oa4DOzqYahI3q449+x6sDl3JrnAXGnIE=
4530,"(50.0, 64.0)",{'Self-emp-inc'},"(9.0, 10.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(38.0, 43.0)",{'United-States'},{'<=50K'},E055Al4YBeoe0loRjriUPosxOeEvVcD+QQQXkYfrjJcdxGkm4pE1Yuytvke0xdWRd3uf1cWpK9CuzSygPFOPgY6a4P/eDSOLIgNmmYPDMaMF4uq3G20rsjIUYAaxZFrK83DC6BXgqA27VDMp0OsPDs0e6kHsSLJSfcF9UbTV6io=
4531,"(50.0, 64.0)",{'Self-emp-inc'},"(9.0, 10.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(38.0, 43.0)",{'United-States'},{'<=50K'},NqKnu6+6MqK9NY32ktLBug8XnAGnpKxKzoxPWG6PIza9FlnlIdDZ3kJjrgdNIdbPbfOTTRck3I07jbOiQTqA8a/Jxf8svJM4ewVNk8lzkykCI8AaDqtoaIOGKcSHfXJPQvaFz8TgBMNPbaVVJLIrlVTjg3WEhG1npk8Bacsd2xU=
4532,"(52.0, 73.0)",{'Self-emp-inc'},"(9.0, 15.0)",{'Divorced'},"{'Exec-managerial' ,'Sales'}",{'Not-in-family'},{'White'},{'Female'},"(40.0, 55.0)",{'United-States'},{'<=50K'},fhvDMOwJqmLFhnsVhB3M1Uih2tOPJTTd4Mrv1yBIZ9CGYOBNs0Ih32h6FXUbTGtdBgpl00Efe0puX1vtNtKtSSvJjUvpu8uxsTsMhnfuT1t/ifUa9QBFRJ7r9tH2PPHv7h1oCbf3jiRW56YirpdDlVsSCHZkv0dZPpBMxc2rC5Q=
4533,"(52.0, 73.0)",{'Self-emp-inc'},"(9.0, 15.0)",{'Divorced'},"{'Exec-managerial' ,'Sales'}",{'Not-in-family'},{'White'},{'Female'},"(40.0, 55.0)",{'United-States'},{'<=50K'},iy4JJCGILD2EknImTPHVhDxFRzN26nDkcC+zM+w8LWpiNlDwdTk+nh/LoaWxLRpaxfaHWTTNWbQ03/KYx835DJPhyggzSYMMjgYuqVcWrM3Hpn3sWRQ/mhw8SNhZSg4RQocNkLcjBD2LyFJmNuaSZyCccdSd+6yxTq97qeT09dA=
4534,"(52.0, 73.0)",{'Self-emp-inc'},"(9.0, 15.0)",{'Divorced'},"{'Exec-managerial' ,'Sales'}",{'Not-in-family'},{'White'},{'Female'},"(40.0, 55.0)",{'United-States'},{'<=50K'},hUgI9YuJA85+bXjUtddZ5rokNHGidnbNNsaVu8rD4n+eY0mDk/Qfm8cG7CwXmPdWOmN5v8ctLw4cTJZy3p0rJnXOCWuBsNgkkypGzFDMRFmXwgLY79pUxi6un7GWbVLXfx42wigionGLJXnltlGXR/WNyMSxKzNYyEPsDTlhGNs=
4535,"(52.0, 73.0)",{'Self-emp-inc'},"(9.0, 15.0)",{'Divorced'},"{'Exec-managerial' ,'Sales'}",{'Not-in-family'},{'White'},{'Female'},"(40.0, 55.0)",{'United-States'},{'>50K'},qg7IYXQJA1LO0TwVOioOs0P9WnnqOqnghYObJSjlXDPvQ9xPQ05FhNArU3IoDCLN5eUpJvRUjkQVJO41CTj7YqaI9zrqM9btCJCnUcJAfnOD5goTfuWUOSVDDhvY22Td4FGEp8t1ilxniy+8o11n+ixCtdHOVkhNnI/fyyXVykY=
4536,"(61.0, 66.0)",{'?'},"(5.0, 13.0)",{'Divorced'},{'?'},{'Not-in-family'},{'White'},{'Female'},"(15.0, 20.0)",{'United-States'},{'<=50K'},eTknEqj+qDL0KH9XHUdZOFl7fJk0Q4bg4P0TJbcgMD1r9Vo3mDLaaFWfdYVmqARXGoRbj7XS/92dWY6FxthquEsN+E3UPohzDQHAorUHKMjUYZRJKaIvMsIl3U1qFNEi4Z+mYcLTMR98paYd2iTRCnqkBznkobFSAOc3XbhAcM4=
4537,"(61.0, 66.0)",{'?'},"(5.0, 13.0)",{'Divorced'},{'?'},{'Not-in-family'},{'White'},{'Female'},"(15.0, 20.0)",{'United-States'},{'<=50K'},OBcTOM3MlWFLDc5/T9S7V4E1mk/exmA0d6beHzn2JSp9uY4Xlt2WHYWSpFlGJ3rbpeFPLqW8hHRwdwA3W9TwMlHJG6zM+19vq/9vQ+bThfsp5hzZtRc1xvpHauAR/buCX7Pm71a/SiJ67IOBATVI3s1TWaiErN+/XoYnbtNDzhQ=
4538,"(61.0, 66.0)",{'?'},"(5.0, 13.0)",{'Divorced'},{'?'},{'Not-in-family'},{'White'},{'Female'},"(15.0, 20.0)",{'United-States'},{'<=50K'},TlpeszERbwBEpybr3z9IW8AOEUVvo6JfnDOoK6pBTaLTe8BYp0aInzfz+Yu2aJCbmsaLpjAczBmSRG9DDzPj6dFDetlG2vt4lHstxDjtkD0Ya/+KaoYECaHA1NWhDbTHUVy2XECv0QBY11YN2J3Zpc+sxegnLxI12xeVZlcEM8A=
